Product_ID,Product_Name,Product_Category_ID,Business_Unit,Product_Type,Development_Date,Lifecycle_Status,Risk_Category
103168,Product_103168,1,Quality Assurance,Software,2023-04-19,Submission,Medium
103169,Product_103169,1,Regulatory Affairs,Reagent,2024-08-19,Submission,Medium
103170,Product_103170,4,Quality Assurance,Component,2022-02-11,Approved,Medium
103171,Product_103171,6,Product Management,New Product,2023-08-11,Submission,Medium
103172,Product_103172,4,Diagnostics,Reagent,2025-05-01,Launched,Low
103173,Product_103173,5,Research,New Product,2022-12-26,Launched,High
103174,Product_103174,6,Product Management,Reagent,2025-05-25,Launched,Low
103175,Product_103175,4,Diagnostics,New Product,2022-09-09,Development,Low
103176,Product_103176,1,Quality Assurance,Platform,2024-11-07,Approved,Low
103177,Product_103177,6,Diagnostics,Reagent,2023-02-17,Launched,High
103178,Product_103178,2,Product Management,Component,2023-06-05,Development,Low
103179,Product_103179,1,Quality Assurance,Component,2024-02-02,Submission,Low
103180,Product_103180,3,Regulatory Affairs,Platform,2024-10-29,Development,Low
103181,Product_103181,6,Quality Assurance,New Product,2024-02-09,Post-Market,High
103182,Product_103182,2,Quality Assurance,New Product,2024-04-19,Approved,Low
103183,Product_103183,3,Product Management,Component,2023-02-27,Development,Low
103184,Product_103184,1,Product Management,Platform,2024-08-25,Approved,Low
103185,Product_103185,1,Research,New Product,2022-04-14,Post-Market,Low
103186,Product_103186,1,Research,Platform,2022-05-09,Submission,High
103187,Product_103187,5,Quality Assurance,Reagent,2022-08-22,Approved,Low
103188,Product_103188,6,Research,Reagent,2025-07-01,Post-Market,Low
103189,Product_103189,1,Regulatory Affairs,Platform,2024-06-14,Post-Market,Medium
103190,Product_103190,2,Regulatory Affairs,Reagent,2023-05-25,Launched,Medium
103191,Product_103191,1,Research,Platform,2024-07-02,Submission,High
103192,Product_103192,1,Research,Platform,2023-01-29,Submission,Low
103193,Product_103193,3,Regulatory Affairs,Platform,2024-12-06,Post-Market,Low
103194,Product_103194,5,Research,Reagent,2023-07-25,Launched,High
103195,Product_103195,4,Quality Assurance,New Product,2024-06-23,Approved,Low
103196,Product_103196,2,Diagnostics,New Product,2022-12-28,Development,Low
103197,Product_103197,3,Research,Reagent,2022-02-21,Submission,High
103198,Product_103198,1,Quality Assurance,Software,2025-12-23,Launched,Low
103199,Product_103199,1,Regulatory Affairs,Software,2024-08-12,Launched,Medium
103200,Product_103200,6,Product Management,Software,2024-08-02,Approved,High
103201,Product_103201,5,Product Management,Software,2024-05-31,Launched,Medium
103202,Product_103202,6,Research,New Product,2025-08-02,Launched,High
103203,Product_103203,6,Product Management,Software,2022-01-28,Launched,Medium
103204,Product_103204,4,Research,New Product,2025-10-21,Approved,Medium
103205,Product_103205,6,Product Management,New Product,2023-11-02,Post-Market,Medium
103206,Product_103206,3,Diagnostics,Reagent,2024-04-29,Development,Low
103207,Product_103207,1,Product Management,New Product,2025-10-02,Launched,Low
103208,Product_103208,1,Diagnostics,New Product,2025-03-15,Approved,Medium
103209,Product_103209,1,Quality Assurance,New Product,2023-05-27,Launched,Low
103210,Product_103210,1,Product Management,Reagent,2025-08-15,Launched,Low
103211,Product_103211,2,Diagnostics,Reagent,2022-05-02,Submission,Low
103212,Product_103212,5,Diagnostics,New Product,2022-08-08,Launched,Low
103213,Product_103213,5,Diagnostics,Platform,2022-11-29,Launched,Medium
103214,Product_103214,4,Quality Assurance,Software,2023-01-29,Approved,High
103215,Product_103215,1,Regulatory Affairs,Component,2024-09-10,Development,Low
103216,Product_103216,5,Research,New Product,2023-08-10,Submission,Low
103217,Product_103217,2,Research,Platform,2025-05-27,Post-Market,Medium
103218,Product_103218,1,Diagnostics,Component,2024-06-28,Submission,Low
103219,Product_103219,2,Research,New Product,2024-06-03,Approved,Low
103220,Product_103220,2,Quality Assurance,Software,2025-01-27,Approved,Low
103221,Product_103221,2,Regulatory Affairs,New Product,2023-08-23,Launched,Low
103222,Product_103222,5,Research,Reagent,2023-05-20,Launched,Medium
103223,Product_103223,5,Diagnostics,Software,2022-06-07,Launched,Low
103224,Product_103224,5,Research,Component,2025-05-16,Launched,Medium
103225,Product_103225,1,Research,Software,2022-12-07,Launched,Medium
103226,Product_103226,5,Diagnostics,New Product,2024-08-14,Post-Market,Low
103227,Product_103227,4,Product Management,New Product,2025-03-01,Launched,Low
103228,Product_103228,1,Product Management,Component,2023-06-28,Launched,Low
103229,Product_103229,4,Quality Assurance,Software,2022-08-27,Launched,Medium
103230,Product_103230,3,Research,Reagent,2024-09-21,Approved,Low
103231,Product_103231,3,Research,Platform,2023-04-21,Launched,Medium
103232,Product_103232,1,Quality Assurance,Software,2025-05-29,Launched,Medium
103233,Product_103233,3,Research,New Product,2023-10-13,Post-Market,Low
103234,Product_103234,1,Product Management,New Product,2023-05-06,Post-Market,High
103235,Product_103235,1,Product Management,New Product,2024-11-28,Launched,Low
103236,Product_103236,1,Quality Assurance,Reagent,2023-07-20,Launched,Low
103237,Product_103237,6,Research,Component,2025-03-10,Approved,Low
103238,Product_103238,2,Product Management,Platform,2024-10-07,Launched,Medium
103239,Product_103239,2,Diagnostics,Software,2025-07-16,Launched,Low
103240,Product_103240,2,Product Management,New Product,2023-09-20,Post-Market,High
103241,Product_103241,6,Diagnostics,New Product,2022-05-07,Launched,High
103242,Product_103242,4,Product Management,New Product,2022-09-17,Launched,Low
103243,Product_103243,6,Research,New Product,2022-01-08,Development,Low
103244,Product_103244,2,Regulatory Affairs,Platform,2025-06-01,Launched,Low
103245,Product_103245,1,Diagnostics,New Product,2022-12-22,Approved,Low
103246,Product_103246,3,Product Management,Software,2022-10-22,Launched,Low
103247,Product_103247,2,Regulatory Affairs,Reagent,2024-06-04,Approved,Medium
103248,Product_103248,5,Product Management,Reagent,2022-12-26,Approved,Low
103249,Product_103249,6,Research,New Product,2025-12-01,Launched,High
103250,Product_103250,3,Diagnostics,Component,2025-06-21,Launched,High
103251,Product_103251,6,Regulatory Affairs,New Product,2023-10-21,Approved,Low
103252,Product_103252,3,Product Management,New Product,2024-07-26,Launched,Medium
103253,Product_103253,2,Product Management,Component,2023-07-20,Development,Low
103254,Product_103254,3,Research,Platform,2023-09-23,Approved,Medium
103255,Product_103255,1,Product Management,Software,2023-12-03,Approved,Medium
103256,Product_103256,5,Regulatory Affairs,Reagent,2023-07-12,Submission,Medium
103257,Product_103257,1,Research,New Product,2023-09-30,Launched,Medium
103258,Product_103258,2,Diagnostics,Reagent,2022-09-25,Launched,Low
103259,Product_103259,4,Research,New Product,2024-08-10,Launched,Low
103260,Product_103260,1,Diagnostics,Reagent,2022-04-10,Launched,Medium
103261,Product_103261,1,Product Management,Component,2025-08-21,Approved,High
103262,Product_103262,5,Diagnostics,New Product,2025-08-21,Launched,Medium
103263,Product_103263,1,Diagnostics,Platform,2022-10-31,Launched,Low
103264,Product_103264,3,Diagnostics,New Product,2022-03-07,Launched,Low
103265,Product_103265,2,Research,Software,2023-12-02,Launched,Low
103266,Product_103266,2,Diagnostics,New Product,2022-04-01,Approved,Medium
103267,Product_103267,1,Product Management,Reagent,2023-08-13,Development,Low
103268,Product_103268,5,Diagnostics,New Product,2025-01-03,Development,High
103269,Product_103269,6,Quality Assurance,Reagent,2023-03-29,Launched,High
103270,Product_103270,1,Regulatory Affairs,New Product,2025-07-29,Approved,High
103271,Product_103271,6,Diagnostics,Software,2022-01-22,Launched,High
103272,Product_103272,4,Regulatory Affairs,Reagent,2024-11-02,Launched,Low
103273,Product_103273,4,Diagnostics,New Product,2024-01-06,Approved,Low
103274,Product_103274,5,Quality Assurance,New Product,2022-12-20,Launched,Medium
103275,Product_103275,5,Regulatory Affairs,Component,2023-09-21,Submission,Low
103276,Product_103276,5,Quality Assurance,Component,2023-01-31,Post-Market,High
103277,Product_103277,3,Research,Reagent,2024-06-24,Approved,Low
103278,Product_103278,3,Diagnostics,New Product,2025-11-05,Launched,Low
103279,Product_103279,2,Research,Reagent,2024-01-03,Approved,Medium
103280,Product_103280,1,Regulatory Affairs,Reagent,2024-10-19,Approved,Low
103281,Product_103281,4,Product Management,Software,2024-06-12,Launched,Low
103282,Product_103282,1,Regulatory Affairs,New Product,2025-04-24,Approved,Medium
103283,Product_103283,2,Quality Assurance,New Product,2024-04-01,Approved,Medium
103284,Product_103284,1,Research,Reagent,2023-10-15,Approved,Low
103285,Product_103285,1,Research,Software,2022-06-24,Launched,Low
103286,Product_103286,4,Regulatory Affairs,Component,2025-02-08,Launched,Medium
103287,Product_103287,4,Diagnostics,Reagent,2025-08-04,Development,Medium
103288,Product_103288,3,Product Management,New Product,2025-12-03,Submission,Low
103289,Product_103289,1,Diagnostics,Software,2024-12-02,Post-Market,Medium
103290,Product_103290,3,Product Management,Component,2023-06-06,Development,Low
103291,Product_103291,2,Research,Reagent,2024-10-24,Launched,Low
103292,Product_103292,5,Research,Software,2023-04-14,Submission,Medium
103293,Product_103293,4,Product Management,Platform,2025-08-06,Approved,Low
103294,Product_103294,3,Product Management,New Product,2022-03-04,Approved,High
103295,Product_103295,3,Quality Assurance,Reagent,2025-08-05,Post-Market,High
103296,Product_103296,6,Research,Software,2024-12-12,Launched,Low
103297,Product_103297,5,Quality Assurance,Platform,2025-07-23,Approved,Low
103298,Product_103298,3,Quality Assurance,Reagent,2022-12-18,Launched,Medium
103299,Product_103299,3,Quality Assurance,New Product,2024-01-13,Development,Medium
103300,Product_103300,1,Quality Assurance,Platform,2023-01-06,Post-Market,Low
103301,Product_103301,6,Product Management,Reagent,2024-11-04,Approved,Medium
103302,Product_103302,2,Research,Component,2024-07-12,Post-Market,Low
103303,Product_103303,2,Product Management,Reagent,2024-10-07,Launched,Low
103304,Product_103304,6,Product Management,Reagent,2024-12-15,Submission,Low
103305,Product_103305,5,Research,Component,2022-03-07,Post-Market,Low
103306,Product_103306,1,Quality Assurance,New Product,2023-08-19,Post-Market,Low
103307,Product_103307,1,Product Management,Reagent,2023-01-05,Launched,Medium
103308,Product_103308,1,Regulatory Affairs,Component,2025-10-11,Approved,Low
103309,Product_103309,4,Quality Assurance,Component,2024-02-13,Launched,Low
103310,Product_103310,1,Diagnostics,Component,2022-08-25,Development,Medium
103311,Product_103311,6,Product Management,New Product,2023-07-28,Post-Market,Medium
103312,Product_103312,6,Product Management,New Product,2024-02-10,Approved,Low
103313,Product_103313,3,Diagnostics,Component,2023-04-20,Launched,Medium
103314,Product_103314,4,Regulatory Affairs,Software,2024-06-20,Launched,Low
103315,Product_103315,2,Regulatory Affairs,Platform,2025-01-28,Post-Market,High
103316,Product_103316,1,Research,New Product,2024-06-20,Launched,Low
103317,Product_103317,5,Quality Assurance,Platform,2024-04-25,Launched,Low
103318,Product_103318,1,Product Management,Software,2024-08-17,Launched,Low
103319,Product_103319,1,Research,New Product,2023-02-25,Launched,Low
103320,Product_103320,2,Regulatory Affairs,Component,2024-07-15,Development,Medium
103321,Product_103321,1,Diagnostics,Software,2022-03-16,Post-Market,High
103322,Product_103322,3,Diagnostics,Platform,2025-03-02,Approved,Medium
103323,Product_103323,5,Product Management,Component,2023-07-10,Launched,Low
103324,Product_103324,5,Quality Assurance,Reagent,2025-04-04,Approved,Medium
103325,Product_103325,4,Research,New Product,2023-01-06,Approved,Low
103326,Product_103326,6,Research,New Product,2025-11-29,Approved,Medium
103327,Product_103327,3,Product Management,New Product,2024-01-31,Post-Market,Low
103328,Product_103328,6,Regulatory Affairs,Software,2025-10-04,Submission,Low
103329,Product_103329,3,Diagnostics,Reagent,2023-03-04,Launched,Low
103330,Product_103330,2,Product Management,Software,2024-01-30,Submission,High
103331,Product_103331,6,Research,Reagent,2024-11-09,Launched,Low
103332,Product_103332,2,Diagnostics,Software,2024-10-28,Launched,Medium
103333,Product_103333,1,Regulatory Affairs,New Product,2023-01-05,Submission,Low
103334,Product_103334,2,Product Management,New Product,2023-08-11,Launched,Low
103335,Product_103335,2,Regulatory Affairs,Component,2022-12-03,Launched,Medium
103336,Product_103336,2,Product Management,Component,2024-08-08,Launched,Medium
103337,Product_103337,3,Research,Component,2023-08-30,Launched,Low
103338,Product_103338,6,Regulatory Affairs,Component,2022-01-11,Submission,Medium
103339,Product_103339,2,Product Management,Platform,2023-03-04,Launched,Medium
103340,Product_103340,3,Regulatory Affairs,Platform,2023-06-22,Launched,Low
103341,Product_103341,2,Research,Component,2024-03-30,Launched,Low
103342,Product_103342,6,Quality Assurance,Software,2025-08-29,Launched,Low
103343,Product_103343,1,Diagnostics,Reagent,2025-12-07,Launched,Low
103344,Product_103344,1,Quality Assurance,New Product,2024-09-13,Launched,Low
103345,Product_103345,3,Product Management,Reagent,2025-08-14,Post-Market,Medium
103346,Product_103346,4,Diagnostics,New Product,2022-01-26,Launched,Medium
103347,Product_103347,5,Research,New Product,2025-06-10,Submission,Low
103348,Product_103348,4,Research,Reagent,2024-02-03,Launched,Low
103349,Product_103349,5,Quality Assurance,Reagent,2023-06-29,Launched,Low
103350,Product_103350,2,Regulatory Affairs,Reagent,2023-06-19,Launched,Low
103351,Product_103351,1,Research,New Product,2023-05-26,Approved,High
103352,Product_103352,1,Quality Assurance,New Product,2025-03-27,Submission,Low
103353,Product_103353,1,Diagnostics,Software,2023-11-02,Launched,Low
103354,Product_103354,2,Quality Assurance,Reagent,2022-06-17,Development,Medium
103355,Product_103355,3,Quality Assurance,Component,2025-08-09,Approved,Low
103356,Product_103356,2,Research,New Product,2024-06-01,Launched,Medium
103357,Product_103357,4,Diagnostics,Component,2023-07-26,Development,Low
103358,Product_103358,3,Quality Assurance,New Product,2024-11-06,Launched,High
103359,Product_103359,4,Quality Assurance,New Product,2023-05-28,Submission,Low
103360,Product_103360,4,Research,Component,2024-05-19,Approved,Medium
103361,Product_103361,2,Diagnostics,New Product,2022-01-12,Post-Market,Low
103362,Product_103362,2,Research,Software,2023-02-05,Launched,Low
103363,Product_103363,4,Diagnostics,Component,2023-05-15,Post-Market,Low
103364,Product_103364,4,Product Management,Platform,2025-03-04,Launched,Low
103365,Product_103365,2,Regulatory Affairs,Platform,2025-01-07,Launched,Low
103366,Product_103366,2,Research,Reagent,2025-03-05,Development,Low
103367,Product_103367,5,Product Management,Component,2023-12-01,Approved,Low
103368,Product_103368,4,Product Management,Reagent,2023-06-12,Approved,Medium
103369,Product_103369,1,Diagnostics,Platform,2024-02-11,Development,Medium
103370,Product_103370,3,Regulatory Affairs,Component,2023-01-25,Post-Market,Medium
103371,Product_103371,6,Quality Assurance,Reagent,2024-02-12,Launched,Medium
103372,Product_103372,1,Product Management,New Product,2024-08-27,Launched,Low
103373,Product_103373,6,Quality Assurance,New Product,2025-11-17,Launched,Low
103374,Product_103374,1,Quality Assurance,Reagent,2023-06-22,Approved,Medium
103375,Product_103375,3,Diagnostics,Platform,2022-06-15,Post-Market,Low
103376,Product_103376,3,Research,New Product,2023-05-20,Launched,Medium
103377,Product_103377,1,Regulatory Affairs,Reagent,2025-04-22,Submission,Low
103378,Product_103378,6,Regulatory Affairs,New Product,2023-10-21,Approved,Medium
103379,Product_103379,3,Product Management,Component,2023-09-01,Development,Medium
103380,Product_103380,6,Product Management,Software,2023-11-01,Launched,Low
103381,Product_103381,2,Product Management,Software,2023-01-05,Launched,High
103382,Product_103382,6,Diagnostics,Platform,2025-04-27,Post-Market,Low
103383,Product_103383,6,Product Management,New Product,2024-09-07,Post-Market,Low
103384,Product_103384,3,Product Management,Reagent,2025-10-24,Development,Medium
103385,Product_103385,1,Product Management,Reagent,2022-05-24,Development,Medium
103386,Product_103386,5,Regulatory Affairs,New Product,2024-11-08,Post-Market,Low
103387,Product_103387,3,Diagnostics,Platform,2022-04-29,Launched,Low
103388,Product_103388,6,Diagnostics,Component,2022-05-09,Approved,Low
103389,Product_103389,3,Product Management,New Product,2025-05-20,Launched,Low
103390,Product_103390,2,Quality Assurance,Reagent,2023-05-09,Approved,Medium
103391,Product_103391,1,Quality Assurance,Reagent,2023-04-07,Launched,Medium
103392,Product_103392,5,Regulatory Affairs,New Product,2022-10-05,Post-Market,Low
103393,Product_103393,6,Regulatory Affairs,Reagent,2022-06-08,Launched,Low
103394,Product_103394,1,Diagnostics,Reagent,2024-08-27,Approved,Medium
103395,Product_103395,5,Regulatory Affairs,Software,2024-02-04,Submission,Medium
103396,Product_103396,6,Diagnostics,Reagent,2024-05-23,Post-Market,Low
103397,Product_103397,1,Product Management,Platform,2022-08-14,Launched,Medium
103398,Product_103398,1,Product Management,Reagent,2025-12-06,Launched,Medium
103399,Product_103399,5,Diagnostics,New Product,2022-01-12,Development,Low
103400,Product_103400,4,Quality Assurance,Platform,2023-10-17,Post-Market,Medium
103401,Product_103401,1,Product Management,Component,2024-02-02,Approved,Medium
103402,Product_103402,6,Research,New Product,2022-06-04,Post-Market,High
103403,Product_103403,3,Regulatory Affairs,Software,2024-04-25,Submission,Medium
103404,Product_103404,6,Diagnostics,Platform,2024-05-24,Approved,High
103405,Product_103405,6,Quality Assurance,Platform,2024-02-15,Submission,Medium
103406,Product_103406,5,Diagnostics,Component,2023-06-21,Approved,Low
103407,Product_103407,3,Quality Assurance,New Product,2025-09-20,Post-Market,Medium
103408,Product_103408,2,Product Management,New Product,2022-09-18,Approved,Medium
103409,Product_103409,3,Quality Assurance,New Product,2024-12-23,Launched,Medium
103410,Product_103410,1,Research,Reagent,2023-06-27,Launched,Low
103411,Product_103411,4,Quality Assurance,Software,2023-07-20,Approved,Low
103412,Product_103412,1,Regulatory Affairs,Component,2022-12-14,Launched,Low
103413,Product_103413,3,Research,Component,2024-09-12,Post-Market,Low
103414,Product_103414,1,Research,Component,2022-10-16,Launched,Medium
103415,Product_103415,2,Quality Assurance,New Product,2023-06-29,Approved,Low
103416,Product_103416,2,Regulatory Affairs,New Product,2023-12-08,Post-Market,Low
103417,Product_103417,4,Regulatory Affairs,Component,2022-01-15,Launched,Medium
103418,Product_103418,5,Product Management,New Product,2025-03-29,Post-Market,Medium
103419,Product_103419,1,Regulatory Affairs,Reagent,2023-04-30,Launched,Medium
103420,Product_103420,6,Regulatory Affairs,New Product,2025-07-17,Approved,High
103421,Product_103421,6,Research,Component,2024-08-05,Approved,Medium
103422,Product_103422,2,Diagnostics,Platform,2023-01-16,Post-Market,Medium
103423,Product_103423,4,Quality Assurance,Software,2024-08-25,Post-Market,Low
103424,Product_103424,3,Regulatory Affairs,Reagent,2023-10-18,Approved,Medium
103425,Product_103425,1,Quality Assurance,Platform,2023-12-12,Submission,Low
103426,Product_103426,3,Regulatory Affairs,New Product,2025-05-16,Development,High
103427,Product_103427,1,Regulatory Affairs,Component,2024-07-25,Approved,Medium
103428,Product_103428,6,Regulatory Affairs,New Product,2025-12-15,Approved,Medium
103429,Product_103429,6,Quality Assurance,New Product,2025-09-17,Approved,Medium
103430,Product_103430,6,Diagnostics,Component,2025-05-26,Submission,Medium
103431,Product_103431,4,Regulatory Affairs,New Product,2023-11-12,Launched,Medium
103432,Product_103432,3,Diagnostics,New Product,2023-12-23,Post-Market,Low
103433,Product_103433,6,Quality Assurance,Platform,2025-07-12,Approved,Low
103434,Product_103434,2,Regulatory Affairs,Platform,2025-06-25,Launched,High
103435,Product_103435,1,Quality Assurance,Reagent,2023-06-26,Development,Medium
103436,Product_103436,4,Research,New Product,2024-10-29,Launched,Low
103437,Product_103437,2,Diagnostics,Platform,2024-05-25,Post-Market,Low
103438,Product_103438,2,Product Management,Software,2022-06-15,Approved,Low
103439,Product_103439,1,Diagnostics,Reagent,2022-06-30,Launched,High
103440,Product_103440,4,Research,Platform,2022-05-03,Development,High
103441,Product_103441,2,Research,Component,2023-01-10,Approved,Low
103442,Product_103442,1,Research,Component,2025-09-29,Development,Low
103443,Product_103443,1,Diagnostics,New Product,2023-04-09,Approved,Low
103444,Product_103444,2,Product Management,New Product,2025-09-12,Approved,Low
103445,Product_103445,6,Product Management,Software,2023-10-06,Launched,Low
103446,Product_103446,2,Research,New Product,2023-11-01,Approved,Medium
103447,Product_103447,4,Research,New Product,2023-01-09,Launched,Medium
103448,Product_103448,5,Diagnostics,Component,2024-08-24,Approved,Low
103449,Product_103449,2,Product Management,New Product,2024-05-10,Approved,Low
103450,Product_103450,6,Quality Assurance,New Product,2023-03-22,Launched,Medium
103451,Product_103451,5,Regulatory Affairs,Platform,2025-02-20,Launched,Low
103452,Product_103452,3,Regulatory Affairs,Reagent,2024-10-21,Post-Market,Low
103453,Product_103453,1,Product Management,Software,2024-11-05,Launched,Low
103454,Product_103454,1,Quality Assurance,New Product,2023-10-14,Launched,Medium
103455,Product_103455,6,Quality Assurance,New Product,2024-08-03,Post-Market,Low
103456,Product_103456,5,Diagnostics,Reagent,2023-05-25,Approved,Medium
103457,Product_103457,6,Regulatory Affairs,Component,2025-12-31,Post-Market,High
103458,Product_103458,6,Quality Assurance,Software,2023-10-06,Approved,Low
103459,Product_103459,1,Product Management,New Product,2023-02-05,Approved,Medium
103460,Product_103460,5,Quality Assurance,New Product,2023-10-28,Approved,Medium
103461,Product_103461,3,Quality Assurance,New Product,2025-10-07,Launched,Medium
103462,Product_103462,5,Diagnostics,Reagent,2025-10-09,Launched,Low
103463,Product_103463,1,Product Management,Reagent,2023-06-04,Development,Low
103464,Product_103464,2,Regulatory Affairs,New Product,2025-07-16,Approved,Medium
103465,Product_103465,5,Research,Software,2023-03-23,Launched,Low
103466,Product_103466,5,Product Management,Reagent,2022-10-12,Launched,Medium
103467,Product_103467,4,Diagnostics,Reagent,2022-11-20,Post-Market,Medium
103468,Product_103468,2,Regulatory Affairs,Platform,2023-02-11,Post-Market,High
103469,Product_103469,2,Regulatory Affairs,New Product,2023-03-04,Launched,Medium
103470,Product_103470,6,Research,Reagent,2023-03-14,Launched,High
103471,Product_103471,3,Product Management,New Product,2023-07-15,Launched,High
103472,Product_103472,3,Quality Assurance,New Product,2022-01-17,Launched,Low
103473,Product_103473,3,Quality Assurance,New Product,2023-07-06,Launched,Low
103474,Product_103474,3,Product Management,Component,2024-02-14,Launched,Low
103475,Product_103475,3,Research,New Product,2023-08-09,Approved,Low
103476,Product_103476,3,Quality Assurance,Component,2023-12-07,Post-Market,Low
103477,Product_103477,6,Quality Assurance,Reagent,2022-11-25,Launched,Medium
103478,Product_103478,6,Quality Assurance,Component,2022-07-02,Submission,Medium
103479,Product_103479,6,Quality Assurance,Reagent,2025-08-08,Launched,Low
103480,Product_103480,4,Quality Assurance,Reagent,2025-12-17,Approved,Medium
103481,Product_103481,3,Product Management,Software,2023-08-19,Submission,Medium
103482,Product_103482,5,Product Management,Component,2025-01-17,Launched,Medium
103483,Product_103483,6,Product Management,Reagent,2022-07-25,Launched,Medium
103484,Product_103484,4,Product Management,Component,2022-09-25,Post-Market,Medium
103485,Product_103485,5,Research,New Product,2024-01-30,Post-Market,Medium
103486,Product_103486,5,Quality Assurance,Reagent,2024-10-27,Approved,Medium
103487,Product_103487,4,Product Management,Component,2024-10-21,Submission,Low
103488,Product_103488,5,Product Management,Reagent,2023-05-13,Submission,Low
103489,Product_103489,1,Product Management,Platform,2025-07-04,Post-Market,Medium
103490,Product_103490,3,Diagnostics,Platform,2024-07-13,Approved,High
103491,Product_103491,4,Quality Assurance,Software,2023-04-08,Approved,Medium
103492,Product_103492,1,Regulatory Affairs,Component,2023-11-19,Launched,Medium
103493,Product_103493,6,Quality Assurance,Platform,2023-03-12,Development,Low
103494,Product_103494,4,Diagnostics,Reagent,2022-07-22,Launched,Low
103495,Product_103495,1,Research,Component,2022-01-09,Post-Market,Medium
103496,Product_103496,5,Quality Assurance,New Product,2023-11-04,Launched,High
103497,Product_103497,5,Product Management,Software,2022-01-10,Approved,Low
103498,Product_103498,5,Product Management,New Product,2025-11-06,Submission,Low
103499,Product_103499,2,Regulatory Affairs,Platform,2025-07-06,Approved,High
103500,Product_103500,6,Regulatory Affairs,New Product,2024-12-29,Approved,Low
103501,Product_103501,3,Regulatory Affairs,New Product,2025-01-01,Approved,Medium
103502,Product_103502,4,Diagnostics,Reagent,2024-07-04,Submission,Low
103503,Product_103503,1,Regulatory Affairs,New Product,2024-12-06,Launched,High
103504,Product_103504,4,Regulatory Affairs,Software,2025-05-17,Approved,Low
103505,Product_103505,5,Research,Component,2024-01-19,Launched,Medium
103506,Product_103506,4,Research,New Product,2025-04-25,Approved,Low
103507,Product_103507,3,Product Management,Reagent,2022-12-13,Approved,Low
103508,Product_103508,5,Product Management,New Product,2025-07-21,Launched,Low
103509,Product_103509,5,Regulatory Affairs,Component,2024-10-29,Development,Low
103510,Product_103510,2,Product Management,Software,2022-06-09,Launched,High
103511,Product_103511,6,Research,Software,2022-09-23,Launched,Medium
103512,Product_103512,5,Regulatory Affairs,New Product,2022-07-09,Launched,High
103513,Product_103513,6,Regulatory Affairs,Reagent,2022-12-21,Post-Market,Medium
103514,Product_103514,6,Research,Reagent,2025-03-13,Launched,Low
103515,Product_103515,6,Diagnostics,Platform,2025-04-22,Launched,Low
103516,Product_103516,5,Regulatory Affairs,Component,2025-12-25,Post-Market,Low
103517,Product_103517,4,Quality Assurance,Platform,2022-07-08,Post-Market,Low
103518,Product_103518,1,Regulatory Affairs,Platform,2024-04-01,Launched,Low
103519,Product_103519,3,Quality Assurance,Platform,2025-04-15,Launched,Low
103520,Product_103520,5,Quality Assurance,New Product,2025-11-09,Launched,Low
103521,Product_103521,3,Product Management,Software,2022-05-24,Approved,Low
103522,Product_103522,6,Quality Assurance,New Product,2024-08-26,Post-Market,Low
103523,Product_103523,1,Regulatory Affairs,New Product,2022-04-27,Submission,Low
103524,Product_103524,2,Product Management,Platform,2022-05-05,Approved,Low
103525,Product_103525,3,Diagnostics,New Product,2025-05-04,Submission,Low
103526,Product_103526,3,Research,Component,2025-09-15,Launched,Low
103527,Product_103527,1,Regulatory Affairs,Component,2022-09-28,Approved,Medium
103528,Product_103528,1,Diagnostics,New Product,2025-05-11,Launched,High
103529,Product_103529,6,Product Management,New Product,2025-08-24,Launched,Low
103530,Product_103530,3,Quality Assurance,New Product,2024-02-22,Approved,Low
103531,Product_103531,1,Diagnostics,Component,2022-09-08,Post-Market,Low
103532,Product_103532,1,Quality Assurance,New Product,2024-12-22,Approved,Low
103533,Product_103533,3,Diagnostics,Software,2024-03-12,Launched,Low
103534,Product_103534,1,Diagnostics,Component,2023-05-29,Post-Market,Low
103535,Product_103535,5,Product Management,Platform,2025-06-18,Submission,Low
103536,Product_103536,5,Product Management,New Product,2024-06-18,Approved,Low
103537,Product_103537,2,Quality Assurance,Platform,2023-01-22,Submission,Medium
103538,Product_103538,4,Regulatory Affairs,Platform,2023-08-27,Launched,Low
103539,Product_103539,1,Regulatory Affairs,Platform,2023-03-28,Launched,Low
103540,Product_103540,2,Diagnostics,Reagent,2024-02-10,Development,Medium
103541,Product_103541,6,Product Management,New Product,2023-01-31,Development,Low
103542,Product_103542,3,Quality Assurance,New Product,2024-07-19,Launched,Low
103543,Product_103543,6,Regulatory Affairs,Reagent,2023-10-17,Launched,Low
103544,Product_103544,2,Quality Assurance,Reagent,2022-03-20,Approved,Medium
103545,Product_103545,2,Research,Platform,2022-01-09,Approved,High
103546,Product_103546,3,Quality Assurance,Component,2022-05-21,Approved,Medium
103547,Product_103547,3,Regulatory Affairs,New Product,2022-08-23,Development,High
103548,Product_103548,6,Diagnostics,Reagent,2022-05-01,Launched,Medium
103549,Product_103549,1,Research,Component,2024-08-24,Launched,Low
103550,Product_103550,6,Regulatory Affairs,Platform,2024-05-19,Post-Market,Medium
103551,Product_103551,6,Diagnostics,New Product,2022-01-31,Launched,Medium
103552,Product_103552,3,Quality Assurance,Platform,2023-08-27,Submission,Low
103553,Product_103553,2,Research,Software,2023-03-06,Approved,Low
103554,Product_103554,3,Product Management,New Product,2024-01-01,Launched,Low
103555,Product_103555,2,Quality Assurance,Component,2024-05-04,Launched,Low
